Date,GDP251  ,PI074   ,FYFF    ,PSCCOMR ,FMRNBA  ,FMRRA   ,FM2,GDP252  ,IPS10   ,UTL11   ,LHUR    ,HSFR    ,PWFSA   ,GDP273  ,CES275R  ,FM1     ,FSPIN   ,FYGT10  ,EXRUS   ,CES002  ,Sfygt10,HHSNTN  ,PMI     ,PMDEL   ,PMCP    ,GDP256  ,LBOUT   ,PMNV    ,GDP263  ,GDP264  ,GDP265  ,LBMNU   ,PMNO    ,CCINRV  ,BUSLOANS,PMP     ,GDP276_1,GDP270  ,GDP253  ,LHEL    
8\1\1983,0.008487342,-0.000779266,0.656666667,0.016750175,-0.009335855,-0.014229068,-0.00418385,0.007644641,0.014625827,74.70093333,-0.766666667,3.255674444,0.000848535,0.001707996,-0.002095458,-0.003559555,0.009365015,1.083333333,0.01397111,0.005334538,2.486666667,-1.466666667,63.06666667,59.93333333,66.86666667,0.027976274,0.001717809,49.56666667,0.006508169,0.032584891,0.007477718,0.008460779,68.43333333,0.004601754,0.011619584,69.73333333,-0.001154144,0.010385728,0.016756764,7
11\1\1983,0.008797738,0.00010271,-0.03,0.007122229,0.009996084,-0.006206388,0.001062134,0.006797321,0.011117494,76.76883333,-0.833333333,3.237878713,-0.001143978,-0.002768009,0.001866689,-0.002271356,-4.44E-05,0.06,0.00136774,0.007450802,2.886666667,-0.033333333,66.76666667,64.13333333,69.6,0.042839931,0.003580782,55.56666667,0.008660181,0.020814385,-0.007420916,0.00804918,71.16666667,0.003084477,0.001004864,73.63333333,8.71E-05,0.006837574,0.021486967,8.333333333
2\1\1984,0.008413661,0.001796843,0.256666667,0.014820034,-0.005227744,0.004396335,0.001433118,0.003725678,0.012647188,78.81366667,-0.666666667,3.28780173,0.004076274,0.001694608,-2.84E-05,-0.000153143,-0.013830993,0.256666667,0.00327743,0.006748679,2.773333333,7.633333333,60.23333333,63.8,69.7,0.043692265,0.00196978,52.7,0.008970633,0.033535119,0.004320312,0.008253936,63.16666667,0.003995186,0.005160107,61.8,0.000586458,0.005421222,0.016653627,6.333333333
5\1\1984,0.007408931,-0.002038647,0.87,0.006307184,-0.034485041,-0.001177991,-1.59E-05,0.006179861,0.006643726,79.56476667,-0.433333333,3.260707251,-0.003395057,-0.000411232,-0.000876092,0.000283679,-0.009800758,1.256666667,0.004815401,0.005364898,3.403333333,-5.366666667,59.23333333,61.1,66.13333333,0.014333568,0.003663052,54.8,0.01066463,0.017830316,0.009248418,0.005728534,60.96666667,-0.001001005,0.005179625,61.3,0.001609473,0.008684583,0.009801844,6
8\1\1984,0.004200498,-0.000315125,0.833333333,-0.02502398,-0.062716538,-0.001044357,-0.003560564,0.003340306,0.002951337,79.68923333,0,3.223236273,-0.00167686,-0.000853285,0.000703562,-0.004067648,0.013130852,-0.333333333,0.023918903,0.004521394,2.546666667,3.4,53.03333333,55.7,57.8,0.010158484,0.00208156,51.23333333,0.009494459,0.011116111,0.003193401,0.001984197,51.76666667,-0.000523597,-0.006627126,54.9,-0.000713389,0.004296645,-5.50E-05,1.666666667
11\1\1984,0.003553925,-3.23E-05,-2.123333333,-0.017026833,0.154056855,0.006249322,0.003847837,0.00568948,0.000479584,79.5604,-0.133333333,3.212276408,-0.000139398,-0.000628416,0.001001065,0.001216059,0.007080533,-1.123333333,0.011370598,0.004258432,2.94,-3.666666667,50.56666667,48.73333333,52.46666667,-0.006937649,0.001115552,46.2,0.008741732,0.012593624,0.009239634,0.002858497,52.56666667,-0.005177387,-0.002900296,54.03333333,-0.001097059,0.006755155,0.013987661,1.666666667
2\1\1985,0.003997706,0.000240814,-0.79,-0.025243235,0.009951987,0.005092407,0.003353391,0.007237547,0.001073581,78.85216667,-0.066666667,3.23409527,0.00083545,0.001942191,0.000779175,0.006850544,0.028913826,-0.16,0.023016103,0.00322893,3.4,-2.3,49.33333333,48.56666667,46.2,-0.014920251,0.001486324,44.9,0.000303809,-0.009684341,0.004917553,0.003538717,50.9,0.003005293,-0.003323984,53.43333333,0.000905262,0.006095231,0.015405988,1
5\1\1985,0.003691657,-3.59E-05,-0.553333333,-0.010087656,-0.056790912,-0.000235707,-0.005239562,0.003929832,0.000482838,78.34566667,0.066666667,3.23695691,0.001799588,-0.001375351,-0.000225058,-0.00125497,0.014790039,-0.77,-0.01318587,0.00318718,3.353333333,-0.6,47.7,47.06666667,45.06666667,0.007541935,0.00177288,41.46666667,-0.0015502,0.020840589,0.009676896,0.002802957,50.5,0.00143407,-0.000948353,51.33333333,0.001126543,0.005354231,0.004938297,1.333333333
8\1\1985,0.006738842,-0.00124111,-0.023333333,-0.030950859,0.006136182,0.006190874,0.001463041,0.008160765,-0.000739261,77.77496667,-0.1,3.230704314,-0.004158637,-0.000490045,-0.000183285,0.004692854,0.009080078,-0.476666667,-0.02222842,0.002227174,3.23,-1.466666667,48.5,47.26666667,44.63333333,-0.004771192,0.007217805,43.43333333,-0.00643346,-0.004261227,0.011133019,0.001177958,52.96666667,-0.003421496,-0.002506874,50.53333333,-0.000139302,0.006838643,0.027638416,0.333333333
11\1\1985,0.003320209,0.001713415,0.203333333,-0.009066968,-0.005842526,8.49E-05,-0.002751701,0.000981859,0.00260241,77.77306667,-0.166666667,3.261183538,0.006215736,0.000611572,-0.000673519,-0.002762369,0.020244216,-0.576666667,-0.029237227,0.0028486,2.593333333,-1.5,51.2,49.26666667,46.93333333,0.016720752,0.001756322,45.43333333,0.012830217,0.016562663,0.00257497,0.002048031,55.13333333,-0.000785608,0.001375121,55.56666667,-0.000694881,0.002474939,-0.016507841,-0.333333333
2\1\1986,0.00413377,-0.002153102,-0.276666667,-0.016614237,0.003113946,-0.00906391,2.34E-05,0.003609469,0.002503352,78.33746667,0,3.278448726,-0.010217587,-0.000287604,-0.001686813,-0.002847053,0.044500695,-1.203333333,-0.023107571,0.001792322,1.66,2.2,51.06666667,50.13333333,49.03333333,-0.000958832,0.004413595,44.43333333,0.01371096,-0.000184408,0.00467506,-0.000620293,56.1,-0.004002138,0.00245568,54.16666667,-0.000262056,0.003342886,0.009002565,-0.666666667
5\1\1986,0.00172055,-0.004371111,-0.906666667,-0.024613656,-0.00047347,0.008901599,0.004965817,0.004578168,-0.0026232,78.0895,0.133333333,3.273695588,-0.000352941,-0.002853033,0.001310832,0.007244362,0.043379912,-0.953333333,-0.019468783,0.001600463,1.463333333,2.1,51.2,50.26666667,47.86666667,-0.009768485,0.00262388,44.6,0.004658614,0.018038528,0.009120882,-0.001021967,56.93333333,0.000816958,-0.003258621,53.7,0.000572085,0.004596044,0.014939318,0
8\1\1986,0.004139671,0.004766498,-0.713333333,-0.005902274,0.005245082,0.004624926,-0.000567141,0.007467516,0.001714751,78.30273333,-0.2,3.245183532,0.005455445,0.002993371,-0.001833,0.001372745,-0.002601437,-0.296666667,-0.017433941,0.002296172,1.783333333,-3.533333333,51,50.1,52.63333333,-0.013856763,0.002174521,46,0.009813757,0.011905372,0.009783335,0.002188303,55.63333333,0.000672319,-0.001488715,53.93333333,-0.002313813,0.006351121,0.037012655,1
11\1\1986,0.002183255,0.000377284,0.06,0.018286474,0.004293948,0.003229918,-0.001216302,0.00275392,0.004993176,78.9144,-0.133333333,3.233588311,0.004074861,-0.000168524,-0.000263879,0.000468404,0.006759334,-0.043333333,-0.00083842,0.002503155,1.91,-2.9,50.96666667,52.03333333,57,0.000629591,-0.001293737,42.93333333,0.015896213,0.003466193,-0.002417293,0.003284674,55.63333333,-0.001010625,0.005537145,53.96666667,0.000872557,0.001694685,-0.006786939,2
2\1\1987,0.002849385,0.002185932,-0.046666667,-0.000319159,-0.007959823,-0.009719807,-0.002791859,0.000190692,0.005860275,79.58453333,-0.233333333,3.245841554,-0.000169183,0.001787828,-0.003744841,-0.004479617,0.067373121,-0.07,-0.024775057,0.002893021,1.656666667,-0.4,54.16666667,51.53333333,62.1,0.013156411,-0.002010996,46.5,0.000232519,-0.002790382,0.001123044,0.005171068,58.93333333,-0.012514292,0.011027359,58.53333333,-0.000703802,-0.000998456,-0.028606418,1
5\1\1987,0.004749784,-0.000317769,0.43,0.025711904,-0.01884817,-0.011443031,-0.003067093,0.005897174,0.007347244,80.29283333,-0.333333333,3.207365037,0.000385055,-0.001154029,-0.001617361,-0.006522119,0.031841255,1.15,-0.013613923,0.00372892,2.686666667,0.1,56.7,54.53333333,68.6,0.0006011,0.002846573,48.6,0.017267224,0.010756206,0.003010436,0.002470965,61.46666667,0.004745467,-0.017684427,60,0.000868491,0.005590023,0.018115382,3.666666667
8\1\1987,0.003924325,-0.000307816,0.193333333,0.013880089,-0.005412346,-0.011522182,-0.00100479,0.004849443,0.007605572,81.10463333,-0.266666667,3.210853365,-0.001126021,0.000687693,-0.002318515,-0.00698871,0.040062139,0.533333333,0.005650292,0.00350194,2.833333333,2.4,58.96666667,60.23333333,76.33333333,0.000423805,0.000650925,47.73333333,0.018299789,0.008363139,0.000761161,0.003021331,62.93333333,0.003774482,0.002739876,64.06666667,-0.001704275,0.004682072,0.017742746,3.666666667
11\1\1987,0.007518043,-0.000549684,0.073333333,-0.002696941,0.005391173,0.007612044,0.002234322,0.001061505,0.010533311,82.91003333,-0.166666667,3.182889967,-0.002741767,-0.00073825,-0.000342616,0.004151491,-0.104202331,0.246666667,-0.023995222,0.004076579,3.26,-7.833333333,60.16666667,63.26666667,79.16666667,0.032606186,0.003909068,50.9,0.015750494,0.009839202,0.005902056,0.004457785,62.03333333,0.000953084,0.00121434,63.4,0.002056962,0.001882431,-0.012717928,1.333333333
2\1\1988,0.002117902,-0.000659437,-0.253333333,0.002833734,-0.005270276,-0.002228642,0.002642948,0.007169786,0.003799245,83.15116667,-0.133333333,3.153916442,0.002045026,7.70E-05,-0.001266351,-0.001573448,0.005845059,-0.706666667,-0.013566118,0.003343122,2.693333333,6.066666667,56.1,60.16666667,78.13333333,-0.025195032,0.001244459,46.9,0.023365727,-0.001876254,-0.00253748,0.000386625,58.4,-0.001710649,-0.001177805,58.53333333,-1.07E-05,0.00398792,0.021446946,-1
5\1\1988,0.005487859,0.001577664,0.493333333,0.012899412,-0.011141774,0.006049477,0.000750772,0.003097918,0.003827775,83.9031,-0.233333333,3.17338054,0.001207117,0.001035212,-0.000408186,0.004933714,0.011090928,0.493333333,-0.003981684,0.003837449,2.7,2.466666667,56.86666667,60.36666667,81.06666667,0.010440439,0.000737362,50.13333333,0.011852492,-0.005093911,0.000982502,0.006165628,59.63333333,0.002429309,0.005279588,59.6,-0.001949036,0.003493534,0.000177017,0.333333333
8\1\1988,0.00230835,0.000309244,0.826666667,0.008479996,0.016582474,-0.000987085,-0.004175915,0.003608991,0.002261428,84.04123333,0,3.171433901,0.002780753,0.000375335,-0.001910013,-0.002377253,0.00257453,0.19,0.02369601,0.003263875,2.09,1.733333333,56.26666667,57,77.33333333,0.002786005,0.001158221,51.13333333,0.007978549,0.010014726,-0.000576756,0.001184696,59.46666667,-0.002273646,-0.002692084,57.93333333,0.000536801,0.002471868,-0.005657949,-0.333333333
11\1\1988,0.005695973,-0.00054409,0.486666667,-0.008930241,0.008166025,-0.004950556,-0.000344774,0.005066167,0.003143331,84.73266667,-0.133333333,3.190705124,-0.002585044,-0.000934737,-0.000190155,-0.004439507,0.013259657,-0.143333333,-0.018428517,0.003422055,1.23,-0.6,55.7,53.3,70.73333333,0.005734944,0.000951793,50.23333333,0.013118029,0.012878084,0.008342468,0.004792145,58.2,-0.002662622,-0.002584469,57.93333333,-3.65E-05,0.005599516,0.011991287,0.666666667
2\1\1989,0.004385286,0.000187316,0.973333333,0.009711896,-0.006334104,-0.003279145,-0.001415679,0.001614585,0.001694159,84.74246667,-0.133333333,3.17299191,0.005053892,0.000899666,-0.001795223,-0.001643236,0.025590946,0.25,0.008388915,0.003497139,0.666666667,2.5,53.43333333,53.46666667,68.76666667,0.01631628,0.000727826,48,0.012282891,-0.00121968,-0.002732258,0.004249574,55.53333333,0.013082359,0.003084969,55.4,-9.78E-05,0.0011707,-0.002691047,-1.333333333
5\1\1989,0.002837894,0.002057986,0.283333333,-0.007700535,-0.016516617,-0.00684588,0.000591241,0.002042852,-0.001848902,83.5815,0.033333333,3.132152918,-0.001053579,0.000500385,-0.002974304,-0.004159788,0.030012313,-0.433333333,0.018161635,0.002086454,0.363333333,-7,49.6,49.26666667,58.23333333,-0.005076797,0.001447296,46.6,0.018548315,0.006447499,0.006667284,0.001730377,49.8,-0.008958788,-0.000391,51.7,0.000322194,0.002740355,0.006173727,-3
8\1\1989,0.003087039,-0.003581505,-0.643333333,-0.012231564,0.027617062,0.011945407,0.005316058,0.004113184,-0.002611492,82.41176667,0,3.12904506,-0.007320863,-0.002866229,0.001047399,0.006557275,0.036053361,-0.666666667,0.001550075,0.000834031,0.263333333,3.033333333,45.66666667,44.66666667,44.6,-0.005128657,0.001564434,44.83333333,0.005003426,0.000513874,0.004024908,0.000976094,45.66666667,-0.003180024,-0.000148034,47.2,0.00045142,0.004616177,0.009703806,-3.666666667
11\1\1989,0.00109895,0.001010225,-0.47,-0.017983743,-0.003503988,0.006223687,0.000153679,0.001983154,0.001960509,81.95596667,0.133333333,3.12623967,0.004556869,0.000819219,0.000196437,0.003453682,0.003109732,-0.2,-0.009560253,0.002054928,0.253333333,0.866666667,47,43.1,40.96666667,-0.004527457,0.000787131,43.03333333,0.007060956,0.005666773,0.002307505,5.88E-05,49.66666667,0.000760209,-0.00504884,49.13333333,0.000483506,0.000651921,-0.014192635,0.333333333
2\1\1990,0.00498609,0.003019633,-0.363333333,-0.014540384,-0.017392289,-0.003721784,-0.002274525,0.003515023,0.003286418,82.30623333,-0.066666667,3.154017996,0.00515121,0.002802252,-0.000201178,-0.000374668,-0.006741079,0.516666667,-0.008470136,0.002773029,0.663333333,-3.666666667,48.73333333,46.6,48.5,0.004322685,0.00481344,41.76666667,0.018082195,0.009452225,0.006673296,0.001028274,51.3,-0.003362101,-0.004271603,51.63333333,-0.001264889,0.004407302,0.019350759,-2.666666667
5\1\1990,0.001107597,-0.003136849,-0.006666667,0.015051962,0.006815795,-0.004178861,-0.002595201,0.001443463,0.00304123,82.30643333,0.033333333,3.083622046,-0.010204837,-0.001729753,-0.001213045,-0.000649638,0.021616358,0.253333333,0.000699989,0.000317425,0.93,-2.066666667,49.56666667,48.4,51.4,4.92E-05,0.003118295,41.3,0.005500777,0.004827526,0.000735187,-0.002261211,52.46666667,-0.003901491,0.004046229,52.9,0.001198726,-0.000405527,-0.014639525,-5.666666667
8\1\1990,2.99E-05,0.003161829,-0.083333333,-0.006846862,0.005310073,0.000495921,0.001047257,0.001780813,0.001337845,81.92706667,0.366666667,3.053846427,0.00685067,0.000767031,-0.002248678,0.000329239,-0.012031983,0.026666667,-0.021916986,-0.000576298,1.226666667,-13.6,45.73333333,48.46666667,58.23333333,-0.010354158,0.002383545,41.13333333,0.003617419,-0.000637094,-1.96E-05,-0.002917406,45.7,0.002863522,-0.001821321,47.73333333,0.001286995,0.000479218,-0.004627992,-4.666666667
11\1\1990,-0.003294922,-0.000125222,-0.416666667,-0.021032167,0.001885236,0.002568027,-0.00135735,-0.003119694,-0.006796756,80.07076667,0.433333333,3.01814549,0.003952428,0.000171725,-0.002584931,-0.001035478,-0.02803248,-0.306666667,-0.020025829,-0.001766993,1.406666667,-13.86666667,41.76666667,47.96666667,65.5,-0.028258099,-0.003594068,40.56666667,0.004352454,-0.01393396,0.004375677,-0.002147693,40.66666667,-0.001410689,-0.001121839,42.5,-0.004105394,-0.002932727,-0.01277081,-10.33333333
2\1\1991,-0.00221664,-0.004077497,-1.316666667,-0.016525189,0.000587406,0.00557669,0.002040648,-0.001849271,-0.008356881,77.85653333,0.466666667,2.951661257,-0.011382661,-0.002336016,-0.000633203,0.001920222,0.050532983,-0.38,0.006048767,-0.002360815,1.993333333,14.76666667,39.76666667,44.33333333,45.76666667,-0.018184147,0.000911658,41.03333333,0.001923328,-0.009139705,0.001737035,-0.004598881,39.9,-0.004446071,-0.000474955,39.73333333,0.000777221,-0.002933993,-0.012866284,-7.666666667
5\1\1991,0.002806641,-0.000664151,-0.563333333,-0.011358354,-0.005637185,-0.006324356,-0.000319117,0.003776444,0.002758723,77.89793333,0.233333333,3.004751156,-0.00071677,-0.000849374,0.000319726,0.003023975,0.032872065,0.113333333,0.027750376,-0.002457582,2.57,6.8,45.86666667,46.03333333,38.86666667,-0.002040131,0.006110942,38,0.015642369,0.01222619,0.001494377,-0.002697034,51.13333333,0.000386446,-0.003523091,48.36666667,-0.000687285,0.002717568,0.002263263,-2
8\1\1991,0.002094638,0.000727351,-0.22,-0.018046175,0.002828835,0.00716718,-0.00341277,0.001875979,0.005790277,78.9166,0.033333333,3.018006627,0.001188673,0.000662178,-0.000357695,-0.000234695,0.007853818,-0.19,0.000165704,-0.00031302,2.563333333,1.333333333,52.8,48.9,41.9,0.010673986,0.002757722,41.33333333,0.010291037,0.011307113,-0.002001705,-0.000524927,58.8,-0.001890471,-0.000517685,59.4,-0.000635436,0.001031689,0.006814995,-1.666666667
11\1\1991,0.002030952,0.000290577,-0.826666667,-0.006217051,0.012621429,0.003855396,-0.000194619,-0.00037821,0.00095849,78.90993333,0.233333333,3.036229544,0.003687521,0.000390746,-0.001366816,0.002212631,-0.001704187,-0.593333333,-0.01944826,-0.000201808,2.806666667,-10.73333333,49.8,49.9,48.83333333,0.016152381,0.003156593,40.7,0.009881581,0.005168627,-0.001743923,-0.000538601,53.66666667,-0.000232188,0.004604104,54.46666667,0.001759086,-0.000493916,-0.007219227,-1.333333333
2\1\1992,0.004476233,-0.000655341,-0.793333333,-0.010963994,0.007291552,0.011674852,0.002318311,0.007100241,-0.000521619,78.59733333,0.266666667,3.093771781,-0.003091956,-9.88E-05,-0.001897454,0.006950042,0.030220685,-0.043333333,0.003296729,-0.000287536,3.41,-0.9,51.53333333,49.43333333,46.46666667,-0.009693102,0.008053925,44.13333333,0.007272121,0.003729107,0.003365291,-0.002113062,57.06666667,0.006372009,-0.005551015,56.26666667,-0.000481357,0.006012111,0.016661898,1.666666667
5\1\1992,0.004167756,0.000394926,-0.253333333,0.009628791,-0.010080782,-0.009325228,-0.003426651,0.002490447,0.007555736,79.63393333,0.233333333,3.061703734,0.002361553,-0.000583934,1.90E-05,-0.005774383,-0.003534433,0.073333333,0.001801734,0.001061968,3.696666667,7.066666667,53.96666667,49.4,53.33333333,0.027625,0.002500445,44.43333333,0.000183696,0.010809432,-0.000452987,0.001739124,59.93333333,-0.001798063,0.000642561,58.86666667,-0.000525764,0.003785201,0.003413189,1
8\1\1992,0.004238074,-2.53E-05,-0.513333333,-0.002421593,-0.005423411,-0.004620626,0.000254929,0.004300569,0.003140155,79.83126667,0.033333333,3.073229418,-0.000599937,0.000249776,-0.001332998,-0.000281179,0.004268598,-0.76,-0.021302331,0.000806842,3.533333333,-2.633333333,52.33333333,51.33333333,53.83333333,0.004587379,0.00429712,45,0.009259425,0.006093271,0.002303394,0.000808346,56.46666667,0.002948588,0.001558787,56.03333333,-0.000455629,0.004207323,0.009350921,-0.333333333
11\1\1992,0.004758257,0.000484989,-0.22,-0.01512112,0.01665285,0.014324414,0.00257706,0.005018627,0.004275671,79.8281,-0.266666667,3.089316237,0.000575233,-0.000286375,-0.000929368,0.005881442,0.005080602,0.126666667,0.02618927,0.001950511,3.673333333,10.23333333,52.7,50.46666667,45.5,0.013754268,0.003153318,43.16666667,0.002412857,0.007084705,0.000100705,0.002925252,57.86666667,0.000145978,0.002545668,57.06666667,0.000548591,0.005167013,0.008880224,2.333333333
2\1\1993,0.000526126,-0.000639446,0.003333333,-0.003744645,-0.017195734,-0.016039367,-0.004296144,0.001551407,0.003810819,80.24746667,-0.233333333,3.067318883,-0.000593868,-0.000490451,0.000739713,-0.009179764,0.012138398,-0.463333333,0.013880344,0.002813168,3.32,1.533333333,54.83333333,52.23333333,52.43333333,0.009801296,-0.003339268,43.83333333,0.000513707,0.00979081,-0.004569533,0.003740258,60.26666667,0.003053731,1.80E-05,60.56666667,0.000359495,0.000466694,0.004245415,2
5\1\1993,0.002194836,-2.27E-05,-0.04,-0.009369666,0.001426005,0.001802787,0.003087617,0.003831362,0.000989546,80.1774,-0.066666667,3.102433706,0.001031176,0.000548546,0.000290994,0.003706172,0.000932505,-0.29,-0.012072365,0.002573637,3.023333333,-8.166666667,50.33333333,51.56666667,51.86666667,0.003389085,-0.001976848,45.33333333,0.005067153,0.011883109,-0.000441176,0.005100854,53.26666667,0.000511956,-0.001708975,53.23333333,0.000490672,0.003797558,0.014370787,0.666666667
8\1\1993,0.002223404,-0.001120928,0.06,-0.001121318,0.001302372,0.002715537,0.000218232,0.004717894,0.00229233,80.11033333,-0.266666667,3.113609151,-0.006947674,-0.001304322,0.000634432,0.000755362,0.001481605,-0.373333333,0.009110357,0.002819469,2.613333333,-6,50.56666667,51.36666667,50.9,7.87E-06,0.000738035,45.36666667,-0.001126671,0.005608245,-0.001238656,0.002015272,53.9,0.001652427,0.002252802,53.93333333,-0.001606304,0.003967677,0.005227817,3
11\1\1993,0.005805178,0.001580522,-0.07,0.008758291,0.002569066,-0.00046676,0.000481844,0.003853197,0.006350114,81.01713333,-0.166666667,3.156448188,0.003938649,0.000796058,0.001233958,-0.001697948,0.016828189,-0.01,0.006050526,0.003466046,2.546666667,8.1,54.26666667,51.03333333,52.23333333,0.021881975,0.004127165,45.76666667,0.014109601,0.015131813,0.001602296,0.003544015,60.56666667,0.005447467,2.18E-05,58.43333333,0.000662893,0.005538068,0.011363058,4.333333333
2\1\1994,0.00439333,-0.001408692,0.223333333,0.014303251,-0.01172853,-0.010905531,-0.001218607,0.004788499,0.005492549,81.4479,-0.066666667,3.14332713,0.002323026,-0.000564289,0.00188359,-0.005651911,0.011989857,0.46,0.00253281,0.003536052,2.823333333,11.13333333,56.46666667,55.6,61.6,0.0182857,0.002331121,43.83333333,0.003717074,0.00967965,-0.004432857,0.001727978,62.83333333,0.001595597,0.00548735,61.1,0.000639704,0.003160801,0.010327385,7.333333333
5\1\1994,0.005627682,0.000283618,0.726666667,0.004861304,-0.007567428,-0.005829755,-7.48E-05,0.003116953,0.007844245,82.5816,-0.366666667,3.166331422,-0.001627781,0.000640677,-0.000168084,-0.002602019,-0.018852796,1.016666667,-0.007264393,0.004442347,3.096666667,-1.833333333,58.13333333,59.23333333,67,0.024653768,-0.001026894,47.26666667,0.014147288,0.017961537,0.001876089,0.007293698,63.1,0.001888058,0.005132637,62.03333333,0.000114132,0.003927374,0.005044378,-0.333333333
8\1\1994,0.002426141,0.001544502,0.546666667,0.010762562,0.001046711,0.001776836,-0.001041725,0.003100258,0.005359526,82.91276667,-0.2,3.162663958,0.002188857,0.001474878,-0.0008538,0.000260036,0.012085048,0.25,-0.015824753,0.004297333,2.856666667,-2.233333333,58.5,60.73333333,75.7,-0.007713699,-0.002504656,45.36666667,0.015898963,0.012055484,0.007055171,0.005154831,63.3,-0.001993364,0.001854703,61.76666667,-0.001156964,0.004020573,0.004731405,2
11\1\1994,0.005064071,-0.001484077,0.68,0.016796882,-0.000149313,-0.00336401,-0.000339543,0.004319899,0.008467442,83.9388,-0.366666667,3.16790781,-0.002308114,-0.001901682,0.001373469,-0.003116725,0.005621215,0.503333333,-0.003514075,0.003914357,2.556666667,5.3,58.23333333,64.8,85.23333333,0.019739305,0.003612741,46.63333333,0.009755728,0.010323867,-0.003709142,0.002604829,61.13333333,0.00536074,0.000741818,62.23333333,0.000579614,0.003911788,0.015235812,5
2\1\1995,0.001204716,0.000657665,0.643333333,0.014826749,-0.00041383,-0.000437255,0.000628996,0.00068765,0.005376449,84.09626667,-0.166666667,3.121887985,0.003313447,0.000158661,-0.000168228,-0.000642416,0.017293436,-0.353333333,-0.003403945,0.003653024,1.746666667,-1.533333333,54.86666667,60.1,82.2,0.004297025,-0.002115944,46.4,0.007686602,0.009066276,0.001781451,0.002944272,56.06666667,-0.002865607,0.002305587,57.7,0.000358361,0.00224003,-0.008540919,-1.666666667
5\1\1995,0.000774606,0.000357788,0.21,0.002368607,-0.005364004,-0.003276761,0.003544853,0.003578885,0.00126826,83.2653,0.2,3.109691015,-0.001728741,0.000303641,0.000643234,-3.93E-05,0.039001276,-0.863333333,-0.023944888,0.001890702,1.023333333,-2.033333333,48.03333333,53.8,69.9,-0.011751281,4.29E-06,43.5,0.00603529,0.006283208,0.001769375,0.000247114,46.56666667,-0.002848639,0.001066472,50.03333333,0.00077546,0.002469366,0.00501639,-4
